# 출처: https://datalaw.kr/sanctions/ · 수집일 2026-09-11 · 결정문에서 기계 추출한 요약으로 정확성을 보증하지 않습니다. 근거로 쓰기 전에 결정문 원문을 확인하십시오 · 정정 요청: hyunsub.lee@seumlaw.com
의결일,안건번호,사건번호,의결주체,피심인,위반조문,처분,과징금(원),과태료(원),행 주소,원문 게시물
2023-07-12,제2023-012-122호,2021조일0148~0181,위원회,비공개,제26조(업무위탁에 따른 개인정보의 처리 제한),과태료; 시정명령,,"1,000,000",https://datalaw.kr/sanctions/#d-2023-012-122,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0346
2023-07-12,제2023-012-121호,2021조일0148~0181,위원회,비공개,제26조(업무위탁에 따른 개인정보의 처리 제한),과태료; 시정명령,,"1,000,000",https://datalaw.kr/sanctions/#d-2023-012-121,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0346
2023-07-12,제2023-012-120호,2021조일0148~0181,위원회,비공개,제26조(업무위탁에 따른 개인정보의 처리 제한),과태료; 시정명령,,"1,000,000",https://datalaw.kr/sanctions/#d-2023-012-120,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0346
2023-07-12,제2023-012-119호,2021조일0148~0181,위원회,비공개,제26조(업무위탁에 따른 개인정보의 처리 제한),과태료; 시정명령,,"1,000,000",https://datalaw.kr/sanctions/#d-2023-012-119,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0346
2023-07-12,제2023-012-118호,2021조일0148~0181,위원회,비공개,제26조(업무위탁에 따른 개인정보의 처리 제한),과태료; 시정명령,,"1,000,000",https://datalaw.kr/sanctions/#d-2023-012-118,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0346
2023-07-12,제2023-012-117호,2021조일0148~0181,위원회,㈜비에스씨,제21조(개인정보의 파기); 제29조(안전조치의무),시정명령; 공표,,,https://datalaw.kr/sanctions/#d-2023-012-117,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0346
2023-06-28,제2023-011-116호,2022조이0028,위원회,㈜자비스앤빌런즈,제17조(개인정보의 제공); 제23조(민감정보의 처리 제한); 제24조의2(주민등록번호 처리의 제한); 제30조(개인정보 처리방침의 수립 및 공개); 제39조의3(개인정보의 수집·이용 동의 등에 대한 특례); 제39조의6(개인정보의 파기에 대한 특례),과징금; 과태료; 시정명령; 개선권고; 공표,"854,106,000","12,000,000",https://datalaw.kr/sanctions/#d-2023-011-116,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0322
2023-06-28,제2023-011-114호,2021조이0043 등 2건,위원회,비공개,정보통신망법 제28조(개인정보의 보호조치); 제29조(안전조치의무),과징금; 과태료; 시정명령,,"14,000,000",https://datalaw.kr/sanctions/#d-2023-011-114,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0321
2023-06-28,제2023-006-057호,"2022조일0069, 2022조이0052",위원회,비공개,제29조(안전조치의무); 제39조의4(개인정보 유출등의 통지·신고에 대한 특례),과태료; 공표,,"7,200,000",https://datalaw.kr/sanctions/#d-2023-006-057,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0320
2023-06-28,제2023-006-056호,"2022조일0069, 2022조이0052",위원회,비공개,제29조(안전조치의무); 제39조의4(개인정보 유출등의 통지·신고에 대한 특례),과징금; 과태료; 공표,"1,131,786,000","10,200,000",https://datalaw.kr/sanctions/#d-2023-006-056,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0320
2023-06-27,제2023-213-256호,2023조이0027 등 2건,제2소위원회,비공개,제29조(안전조치의무),과태료,,"6,000,000",https://datalaw.kr/sanctions/#d-2023-213-256,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0316
2023-06-27,제2023-213-255호,2023조이0027 등 2건,제2소위원회,비공개,제29조(안전조치의무); 제39조의4(개인정보 유출등의 통지·신고에 대한 특례),과태료; 공표,,"7,800,000",https://datalaw.kr/sanctions/#d-2023-213-255,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0316
2023-06-27,제2023-213-254호,2021조총0034 등 7건,제2소위원회,비공개,제29조(안전조치의무),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2023-213-254,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0344
2023-06-27,제2023-213-253호,2021조총0034 등 7건,제2소위원회,비공개,제29조(안전조치의무),과태료,,"3,600,000",https://datalaw.kr/sanctions/#d-2023-213-253,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0344
2023-06-27,제2023-213-252호,2021조총0034 등 7건,제2소위원회,비공개,제29조(안전조치의무),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2023-213-252,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0344
2023-06-27,제2023-213-251호,2021조총0034 등 7건,제2소위원회,비공개,제29조(안전조치의무),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2023-213-251,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0344
2023-06-27,제2023-213-250호,2021조총0034 등 7건,제2소위원회,비공개,제29조(안전조치의무),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2023-213-250,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0344
2023-06-27,제2023-213-249호,2021조총0034 등 7건,제2소위원회,비공개,제29조(안전조치의무),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2023-213-249,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0344
2023-06-27,제2023-213-248호,2021조총0034 등 7건,제2소위원회,비공개,제29조(안전조치의무),과태료,,"3,600,000",https://datalaw.kr/sanctions/#d-2023-213-248,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0344
2023-06-14,제2023-212-221호,2022조이0057 등 6건,제2소위원회,비공개,제29조(안전조치의무),과태료; 공표,,"3,600,000",https://datalaw.kr/sanctions/#d-2023-212-221,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0345
2023-06-14,제2023-212-220호,2022조이0057 등 6건,제2소위원회,비공개,제29조(안전조치의무),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2023-212-220,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0345
2023-06-14,제2023-212-219호,2022조이0057 등 6건,제2소위원회,비공개,제29조(안전조치의무),과태료; 공표,,"3,600,000",https://datalaw.kr/sanctions/#d-2023-212-219,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0345
2023-06-14,제2023-212-218호,2022조이0057 등 6건,제2소위원회,비공개,제29조(안전조치의무),과태료,,,https://datalaw.kr/sanctions/#d-2023-212-218,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0345
2023-06-14,제2023-212-217호,2022조이0057 등 6건,제2소위원회,비공개,제29조(안전조치의무); 제39조의4(개인정보 유출등의 통지·신고에 대한 특례),과태료; 공표,,"10,800,000",https://datalaw.kr/sanctions/#d-2023-212-217,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0345
2023-06-14,제2023-212-216호,2022조이0057 등 6건,제2소위원회,비공개,제29조(안전조치의무),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2023-212-216,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0345
2023-06-14,제2023-212-215호,2023조이0011 등 3건,제2소위원회,비공개,제39조의4(개인정보 유출등의 통지·신고에 대한 특례),과태료,,"3,600,000",https://datalaw.kr/sanctions/#d-2023-212-215,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0296
2023-06-14,제2023-212-214호,2023조이0011 등 3건,제2소위원회,비공개,제39조의4(개인정보 유출등의 통지·신고에 대한 특례),과태료; 개선권고,,"3,600,000",https://datalaw.kr/sanctions/#d-2023-212-214,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0296
2023-06-14,제2023-212-213호,2023조이0011 등 3건,제2소위원회,비공개,제39조의4(개인정보 유출등의 통지·신고에 대한 특례),과태료,,"4,200,000",https://datalaw.kr/sanctions/#d-2023-212-213,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0296
2023-06-14,제2023-212-212호,2022조이0019 등 3건,제2소위원회,비공개,,개선권고,,,https://datalaw.kr/sanctions/#d-2023-212-212,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0298
2023-06-14,제2023-212-211호,2022조이0019 등 3건,제2소위원회,비공개,,개선권고,,,https://datalaw.kr/sanctions/#d-2023-212-211,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0298
2023-06-14,제2023-212-210호,2022조이0019 등 3건,제2소위원회,비공개,,개선권고,,,https://datalaw.kr/sanctions/#d-2023-212-210,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0298
2023-06-14,제2023-010-109호,2022조이0086 등 3건,위원회,비공개,제29조(안전조치의무); 제39조의4(개인정보 유출등의 통지·신고에 대한 특례),과태료; 공표,,"10,800,000",https://datalaw.kr/sanctions/#d-2023-010-109,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0270
2023-06-14,제2023-010-108호,2022조이0086 등 3건,위원회,비공개,제29조(안전조치의무); 제39조의4(개인정보 유출등의 통지·신고에 대한 특례); 제39조의6(개인정보의 파기에 대한 특례),과징금; 과태료; 시정명령; 공표,,"10,800,000",https://datalaw.kr/sanctions/#d-2023-010-108,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0270
2023-06-14,제2023-010-107호,2022조이0086 등 3건,위원회,비공개,제29조(안전조치의무); 제39조의4(개인정보 유출등의 통지·신고에 대한 특례),과징금; 과태료; 공표,,"6,000,000",https://datalaw.kr/sanctions/#d-2023-010-107,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0270
2023-06-14,제2023-010-106호,2021조일0117 등 2건,위원회,비공개,제26조(업무위탁에 따른 개인정보의 처리 제한),과태료,,"2,000,000",https://datalaw.kr/sanctions/#d-2023-010-106,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0269
2023-06-14,제2022-016-127호,2021조일0117 등 2건,위원회,빌박닷컴(주),제29조(안전조치의무); 제34조(개인정보 유출 등의 통지·신고),과태료; 시정명령; 개선권고; 공표,,"6,600,000",https://datalaw.kr/sanctions/#d-2022-016-127,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0269
2023-05-26,제2023-210-174호,2023조이0076,제2소위원회,비공개,,개선권고,,,https://datalaw.kr/sanctions/#d-2023-210-174,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0262
2023-05-10,제2023-008-092호,2022조삼0014 등 5건,위원회,비공개,제22조(동의를 받는 방법); 제24조의2(주민등록번호 처리의 제한); 제29조(안전조치의무),과태료; 시정명령; 개선권고,,"9,000,000",https://datalaw.kr/sanctions/#d-2023-008-092,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0225
2023-05-10,제2023-008-091호,2022조삼0014 등 5건,위원회,비공개,제22조(동의를 받는 방법); 제24조의2(주민등록번호 처리의 제한); 제29조(안전조치의무),과태료; 시정명령; 개선권고,,"9,000,000",https://datalaw.kr/sanctions/#d-2023-008-091,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0225
2023-05-10,제2023-008-090호,2022조삼0014 등 5건,위원회,비공개,제29조(안전조치의무),과태료; 시정명령; 개선권고,,"4,200,000",https://datalaw.kr/sanctions/#d-2023-008-090,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0225
2023-05-10,제2023-008-089호,2022조삼0014 등 5건,위원회,비공개,제22조(동의를 받는 방법); 제24조의2(주민등록번호 처리의 제한); 제29조(안전조치의무),과태료; 시정명령; 개선권고,,"9,000,000",https://datalaw.kr/sanctions/#d-2023-008-089,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0225
2023-05-10,제2023-008-088호,2022조삼0014 등 5건,위원회,비공개,제22조(동의를 받는 방법); 제29조(안전조치의무),과태료; 시정명령,,"5,400,000",https://datalaw.kr/sanctions/#d-2023-008-088,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0225
2023-05-10,제2023-008-087호,202301조총0001 등 14건,위원회,비공개,제21조 제1항(개인정보의 파기),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2023-008-087,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0226
2023-05-10,제2023-008-086호,202301조총0001 등 14건,위원회,비공개,제15조 제1항(개인정보의 수집·이용),과태료; 시정명령,,"5,000,000",https://datalaw.kr/sanctions/#d-2023-008-086,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0226
2023-05-10,제2023-008-085호,202301조총0001 등 14건,위원회,비공개,제15조 제1항(개인정보의 수집·이용); 제21조 제1항(개인정보의 파기); 제26조 제2항(업무위탁에 따른 개인정보의 처리 제한),과태료; 공표,,"12,000,000",https://datalaw.kr/sanctions/#d-2023-008-085,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0226
2023-05-10,제2023-008-084호,202301조총0001 등 14건,위원회,비공개,제24조의2 제2항(주민등록번호 처리의 제한),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2023-008-084,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0226
2023-05-10,제2023-008-083호,202301조총0001 등 14건,위원회,비공개,제34조 제1항(개인정보 유출 등의 통지·신고),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2023-008-083,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0226
2023-05-10,제2023-008-082호,202301조총0001 등 14건,위원회,비공개,제29조(안전조치의무),과태료; 공표,,"3,600,000",https://datalaw.kr/sanctions/#d-2023-008-082,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0226
2023-05-10,제2023-008-081호,202301조총0001 등 14건,위원회,비공개,제29조(안전조치의무),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2023-008-081,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0226
2023-05-10,제2023-008-080호,202301조총0001 등 14건,위원회,비공개,제23조 제2항(민감정보의 처리 제한); 제24조 제3항(고유식별정보의 처리 제한); 제29조(안전조치의무); 제34조 제1항(개인정보 유출 등의 통지·신고),과태료; 공표,,"6,000,000",https://datalaw.kr/sanctions/#d-2023-008-080,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0226
2023-05-10,제2023-008-079호,202301조총0001 등 14건,위원회,비공개,제23조 제2항(민감정보의 처리 제한); 제29조(안전조치의무); 제34조 제1항·제3항(개인정보 유출 등의 통지·신고),과태료; 공표,,"9,000,000",https://datalaw.kr/sanctions/#d-2023-008-079,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0226
2023-05-10,제2023-008-078호,202301조총0001 등 14건,위원회,비공개,제29조(안전조치의무),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2023-008-078,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0226
2023-05-10,제2023-008-077호,202301조총0001 등 14건,위원회,비공개,제29조(안전조치의무),과태료,,"3,600,000",https://datalaw.kr/sanctions/#d-2023-008-077,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0226
2023-05-10,제2023-008-076호,202301조총0001 등 14건,위원회,비공개,제29조(안전조치의무),과태료,,"3,600,000",https://datalaw.kr/sanctions/#d-2023-008-076,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0226
2023-05-10,제2023-008-075호,202301조총0001 등 14건,위원회,비공개,제29조(안전조치의무),과태료; 개선권고,,"3,600,000",https://datalaw.kr/sanctions/#d-2023-008-075,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0226
2023-05-10,제2023-008-074호,202301조총0001 등 14건,위원회,비공개,제24조 제3항(고유식별정보의 처리 제한),과징금,"25,000,000",,https://datalaw.kr/sanctions/#d-2023-008-074,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0226
2023-05-10,제2023-008-072호,2021조총0037 등 2건,위원회,비공개,제24조 제3항(고유식별정보의 처리 제한); 제24조의2 제2항(주민등록번호 처리의 제한); 제29조(안전조치의무); 제34조 제1항(개인정보 유출 등의 통지·신고),과징금; 과태료; 공표,"74,750,000","6,600,000",https://datalaw.kr/sanctions/#d-2023-008-072,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0227
2023-04-26,제2023-007-071호,2022조일0037 등 4건,위원회,비공개,제21조(개인정보의 파기),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2023-007-071,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0185
2023-04-26,제2023-007-070호,2022조일0037 등 4건,위원회,비공개,제22조(동의를 받는 방법),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2023-007-070,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0185
2023-04-26,제2023-007-069호,2022조일0037 등 4건,위원회,비공개,제29조(안전조치의무); 제34조(개인정보 유출 등의 통지·신고),과태료; 공표,,"6,600,000",https://datalaw.kr/sanctions/#d-2023-007-069,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0185
2023-04-26,제2023-007-068호,2022조일0037 등 4건,위원회,비공개,제24조(고유식별정보의 처리 제한); 제34조의2(노출된 개인정보의 삭제·차단),과징금,"48,750,000",,https://datalaw.kr/sanctions/#d-2023-007-068,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0185
2023-04-12,제2023-006-067호,2022조이0038 등 10건,위원회,비공개,,심의중지,,,https://datalaw.kr/sanctions/#d-2023-006-067,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0182
2023-04-12,제2023-006-066호,2022조이0038 등 10건,위원회,비공개,제22조(동의를 받는 방법); 제39조의3(개인정보의 수집·이용 동의 등에 대한 특례),과태료; 공표,,"6,000,000",https://datalaw.kr/sanctions/#d-2023-006-066,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0182
2023-04-12,제2023-006-065호,2022조이0038 등 10건,위원회,비공개,제22조(동의를 받는 방법); 제39조의3(개인정보의 수집·이용 동의 등에 대한 특례),과징금; 과태료; 공표,,"6,000,000",https://datalaw.kr/sanctions/#d-2023-006-065,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0182
2023-04-12,제2023-006-064호,2022조이0038 등 10건,위원회,비공개,제22조(동의를 받는 방법); 제39조의3(개인정보의 수집·이용 동의 등에 대한 특례),과징금; 과태료; 공표,,"6,000,000",https://datalaw.kr/sanctions/#d-2023-006-064,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0182
2023-04-12,제2023-006-063호,2022조이0038 등 10건,위원회,비공개,제22조(동의를 받는 방법); 제39조의3(개인정보의 수집·이용 동의 등에 대한 특례),과징금; 과태료; 공표,,"6,000,000",https://datalaw.kr/sanctions/#d-2023-006-063,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0182
2023-04-12,제2023-006-062호,2022조이0038 등 10건,위원회,비공개,제22조(동의를 받는 방법); 제39조의3(개인정보의 수집·이용 동의 등에 대한 특례),과징금; 과태료; 공표,,"6,000,000",https://datalaw.kr/sanctions/#d-2023-006-062,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0182
2023-04-12,제2023-006-061호,2022조이0038 등 10건,위원회,비공개,,개선권고,,,https://datalaw.kr/sanctions/#d-2023-006-061,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0182
2023-04-12,제2023-006-060호,2022조이0038 등 10건,위원회,비공개,,개선권고,,,https://datalaw.kr/sanctions/#d-2023-006-060,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0182
2023-04-12,제2023-006-059호,2022조이0038 등 10건,위원회,비공개,제24조의2(주민등록번호 처리의 제한); 제29조(안전조치의무),과징금; 과태료; 공표,,,https://datalaw.kr/sanctions/#d-2023-006-059,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0182
2023-04-12,제2023-006-058호,2022조이0038 등 10건,위원회,비공개,제29조(안전조치의무),과징금; 과태료; 공표,,,https://datalaw.kr/sanctions/#d-2023-006-058,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0182
2023-04-12,제2023-006-055호,2021조총0022 등 8건,위원회,비공개,제26조 제2항(업무위탁에 따른 개인정보의 처리 제한); 제29조(안전조치의무),과태료,,"4,600,000",https://datalaw.kr/sanctions/#d-2023-006-055,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0181
2023-04-12,제2023-006-054호,2021조총0022 등 8건,위원회,비공개,제15조 제2항(개인정보의 수집·이용); 제23조 제1항(민감정보의 처리 제한),시정명령; 시정권고,,,https://datalaw.kr/sanctions/#d-2023-006-054,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0181
2023-04-12,제2023-006-053호,2021조총0022 등 8건,위원회,비공개,제34조 제1항(개인정보 유출 등의 통지·신고),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2023-006-053,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0181
2023-04-12,제2023-006-052호,2021조총0022 등 8건,위원회,비공개,제32조 제1항(개인정보파일의 등록 및 공개); 제21조 제1항(개인정보의 파기),과태료; 시정명령,,"3,000,000",https://datalaw.kr/sanctions/#d-2023-006-052,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0181
2023-04-12,제2023-006-051호,2021조총0022 등 8건,위원회,비공개,,시정명령; 개선권고,,,https://datalaw.kr/sanctions/#d-2023-006-051,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0181
2023-04-12,제2023-006-050호,2021조총0022 등 8건,위원회,비공개,제29조(안전조치의무),과태료,,"3,600,000",https://datalaw.kr/sanctions/#d-2023-006-050,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0181
2023-04-12,제2023-006-049호,2021조총0022 등 8건,위원회,비공개,제29조(안전조치의무); 제24조의2 제2항(주민등록번호 처리의 제한),과태료,,"6,000,000",https://datalaw.kr/sanctions/#d-2023-006-049,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0181
2023-04-12,제2023-006-048호,2021조총0022 등 8건,위원회,비공개,제21조 제1항(개인정보의 파기); 제26조 제4항(업무위탁에 따른 개인정보의 처리 제한); 제29조(안전조치의무),과태료; 시정명령; 공표,,"6,600,000",https://datalaw.kr/sanctions/#d-2023-006-048,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0181
2023-03-22,제2023-005-047호,2021조이0085 등 6건,위원회,비공개,제29조(안전조치의무); 제39조의4(개인정보 유출등의 통지·신고에 대한 특례),과징금; 과태료; 공표,,,https://datalaw.kr/sanctions/#d-2023-005-047,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0150
2023-03-22,제2023-005-046호,2021조이0085 등 6건,위원회,비공개,제39조의3(개인정보의 수집·이용 동의 등에 대한 특례),과징금,,,https://datalaw.kr/sanctions/#d-2023-005-046,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0150
2023-03-22,제2023-005-045호,2021조이0085 등 6건,위원회,비공개,제29조(안전조치의무); 제39조의4(개인정보 유출등의 통지·신고에 대한 특례),과징금; 과태료,,,https://datalaw.kr/sanctions/#d-2023-005-045,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0150
2023-03-22,제2023-005-044호,2021조이0085 등 6건,위원회,비공개,제29조(안전조치의무),과징금; 과태료,,,https://datalaw.kr/sanctions/#d-2023-005-044,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0150
2023-03-22,제2023-005-043호,2021조이0085 등 6건,위원회,비공개,제29조(안전조치의무),과징금; 과태료,"98,000,000","3,600,000",https://datalaw.kr/sanctions/#d-2023-005-043,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0150
2023-03-22,제2023-005-042호,2021조이0085 등 6건,위원회,비공개,제21조(개인정보의 파기); 제29조(안전조치의무); 제39조의4(개인정보 유출등의 통지·신고에 대한 특례),과징금; 과태료; 공표,,"10,200,000",https://datalaw.kr/sanctions/#d-2023-005-042,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0150
2023-03-22,제2023-005-041호,2023조일0008 등 4건,위원회,비공개,제18조(개인정보의 목적 외 이용·제공 제한),시정명령,,,https://datalaw.kr/sanctions/#d-2023-005-041,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0151
2023-03-22,제2023-005-040호,2023조일0008 등 4건,위원회,비공개,제15조(개인정보의 수집·이용),과태료,,"3,000,000",https://datalaw.kr/sanctions/#d-2023-005-040,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0151
2023-03-22,제2023-005-039호,2023조일0008 등 4건,위원회,리앤리성형외과,제25조(고정형 영상정보처리기기의 설치·운영 제한),과태료; 시정명령; 공표,,"5,000,000",https://datalaw.kr/sanctions/#d-2023-005-039,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0151
2023-03-22,제2023-005-038호,2023조일0008 등 4건,위원회,마노성형외과의원,제25조(고정형 영상정보처리기기의 설치·운영 제한),과태료; 시정명령; 공표,,"5,000,000",https://datalaw.kr/sanctions/#d-2023-005-038,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0151
2023-03-08,제2023-004-037호,2022조이0069 등 4건,위원회,비공개,제29조(안전조치의무); 제39조의4(개인정보 유출등의 통지·신고에 대한 특례),과태료; 공표,,,https://datalaw.kr/sanctions/#d-2023-004-037,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0108
2023-03-08,제2023-004-036호,2022조이0069 등 4건,위원회,비공개,제24조의2(주민등록번호 처리의 제한); 제29조(안전조치의무); 제39조의4(개인정보 유출등의 통지·신고에 대한 특례),과징금; 과태료; 공표,,,https://datalaw.kr/sanctions/#d-2023-004-036,https://www.pipc.go.kr/np/default/agenda.do?op=view&mCode=E030010000&idxId=2023-0108
