# 출처: https://datalaw.kr/sanctions/kmcc/ · 기준일 2026-08-21 · 방송통신위원회 의결서(스캔본)에서 기계 추출한 요약으로 정확성을 보증하지 않습니다. 근거로 쓰기 전에 의결서 원문을 확인하십시오 · 정정 요청: hyunsub.lee@seumlaw.com
의결일,안건번호,피심인(의결 당시 상호),업종,위반조문,처분,과징금(원),과태료(원),행 주소,의결서 PDF
2018-09-04,제2018-47-438호,비공개,,정보통신망법 제28조 제1항; 정보통신망법 제63조 제2항,시정명령; 과태료,,"17,800,000",https://datalaw.kr/sanctions/kmcc/#k-2018-47-438,https://www.kmcc.go.kr/download.do?fileSeq=47913
2018-09-04,제2018-47-437호,비공개,,정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-47-437,https://www.kmcc.go.kr/download.do?fileSeq=47912
2018-09-04,제2018-47-436호,비공개,,정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-47-436,https://www.kmcc.go.kr/download.do?fileSeq=47911
2018-09-04,제2018-47-435호,비공개,,정보통신망법 제23조의2 제1항; 정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-47-435,https://www.kmcc.go.kr/download.do?fileSeq=47910
2018-09-04,제2018-47-434호,비공개,,정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-47-434,https://www.kmcc.go.kr/download.do?fileSeq=47909
2018-09-04,제2018-47-433호,비공개,,정보통신망법 제23조의2 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-47-433,https://www.kmcc.go.kr/download.do?fileSeq=47908
2018-09-04,제2018-47-432호,비공개,,정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-47-432,https://www.kmcc.go.kr/download.do?fileSeq=47907
2018-09-04,제2018-47-431호,비공개,,정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-47-431,https://www.kmcc.go.kr/download.do?fileSeq=47906
2018-09-04,제2018-47-430호,비공개,,정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-47-430,https://www.kmcc.go.kr/download.do?fileSeq=47905
2018-09-04,제2018-47-429호,비공개,,정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-47-429,https://www.kmcc.go.kr/download.do?fileSeq=47904
2018-09-04,제2018-47-428호,비공개,,정보통신망법 제29조 제1항,시정명령,,,https://datalaw.kr/sanctions/kmcc/#k-2018-47-428,https://www.kmcc.go.kr/download.do?fileSeq=47903
2018-07-11,제2018-35-391호,비공개,홈페이지(등)를 통해 여행상품 예약 등의,정보통신망법 제23조; 정보통신망법 제28조 제1항,시정명령; 과태료,,"25,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-35-391,https://www.kmcc.go.kr/download.do?fileSeq=47902
2018-07-11,제2018-35-390호,비공개,홈페이지를 통해 국내외여행 예약,정보통신망법 제29조,시정명령; 과태료,,"25,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-35-390,https://www.kmcc.go.kr/download.do?fileSeq=47901
2018-07-11,제2018-35-389호,비공개,홈페이지를 통해 경마 등의 정보 서비스,정보통신망법 제29조,시정명령; 과태료,,"25,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-35-389,https://www.kmcc.go.kr/download.do?fileSeq=47900
2018-07-11,제2018-35-388호,비공개,"홈페이지를 통해 자동차 관련 제품(네비 게이션, 필름 등)을 소개•판매",정보통신망법 제28조,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-35-388,https://www.kmcc.go.kr/download.do?fileSeq=47899
2018-07-11,제2018-35-387호,비공개,홈페이지를 통해 국외여행,정보통신망법 제27조; 정보통신망법 제28조 제1항,시정명령; 과태료,,"35,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-35-387,https://www.kmcc.go.kr/download.do?fileSeq=47898
2018-07-11,제2018-35-386호,비공개,홈페이지를 통해,정보통신망법 제28조 제1항,시정명령; 과태료,,"20,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-35-386,https://www.kmcc.go.kr/download.do?fileSeq=47897
2018-07-11,제2018-35-385호,비공개,홈페이지를 통해 서비스,정보통신망법 제27조의3 제1항; 정보통신망법 제28조 제1항; 정보통신망법 제29조 제2항,시정명령; 과태료,,"35,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-35-385,https://www.kmcc.go.kr/download.do?fileSeq=47896
2018-07-11,제2018-35-384호,비공개,홈페이지 및 모바일 애플리케이션을 통해 판매,정보통신망법 제28조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-35-384,https://www.kmcc.go.kr/download.do?fileSeq=47895
2018-07-11,제2018-35-383호,비공개,홈페이지를 통해 판매,정보통신망법 제28조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-35-383,https://www.kmcc.go.kr/download.do?fileSeq=47894
2018-07-11,제2018-35-382호,비공개,,정보통신망법 제28조 제1항; 정보통신망법 제64조 제3항,시정명령,,,https://datalaw.kr/sanctions/kmcc/#k-2018-35-382,https://www.kmcc.go.kr/download.do?fileSeq=47893
2018-05-30,제2018-26-351호,비공개,,정보통신망법 제28조 제1항,시정명령; 과태료,,"15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-26-351,https://www.kmcc.go.kr/download.do?fileSeq=47891
2018-05-30,제2018-26-350호,비공개,온라인 게임,정보통신망법 제28조 제1항,시정명령; 과태료,,"15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-26-350,https://www.kmcc.go.kr/download.do?fileSeq=47890
2018-05-30,제2018-26-349호,비공개,홈페이지를 통해 아웃링크서비스 (검색한 콘텐츠를 판매하는 쇼핑몰 연결…,정보통신망법 제27조의3 제1항; 정보통신망법 제28조 제1항,시정명령; 과태료,,"20,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-26-349,https://www.kmcc.go.kr/download.do?fileSeq=47889
2018-05-30,제2018-26-348호,비공개,홈페이지를 통해 제조 • 판매,정보통신망법 제27조의3,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-26-348,https://www.kmcc.go.kr/download.do?fileSeq=47888
2018-05-30,제2018-26-347호,비공개,홈페이지를 통해 판매,정보통신망법 제28조 제1항,시정명령; 과태료,,"15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-26-347,https://www.kmcc.go.kr/download.do?fileSeq=47887
2018-05-30,제2018-26-346호,비공개,,정보통신망법 제28조 제1항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-26-346,https://www.kmcc.go.kr/download.do?fileSeq=47886
2018-05-30,제2018-26-345호,비공개,홈페이지를 통해 등을 유통• 판매,정보통신망법 제28조 제1항,시정명령; 과태료,,"15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-26-345,https://www.kmcc.go.kr/download.do?fileSeq=47885
2018-05-30,제2018-26-344호,비공개,홈페이지를 통해 정보,정보통신망법 제29조,시정명령; 과태료,,"25,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-26-344,https://www.kmcc.go.kr/download.do?fileSeq=47884
2018-03-28,제2018-14-100호,비공개,패키지(등) 소프트웨어를 개발 •,정보통신망법 제28조 제1항,시정명령; 과태료; 과징금; 공표,"112,000,000","10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-14-100,https://www.kmcc.go.kr/download.do?fileSeq=47883
2018-02-21,제2018-09-064호,비공개,,정보통신망법 제23조의2 제1항; 정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-09-064,https://www.kmcc.go.kr/download.do?fileSeq=47882
2018-02-21,제2018-09-063호,비공개,전기통신사업자의 전기통신역무를 이용하여 교육,정보통신망법 제28조 제1항; 정보통신망법 제29조 제2항,시정명령; 과태료,,"20,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-09-063,https://www.kmcc.go.kr/download.do?fileSeq=47881
2018-02-21,제2018-09-062호,비공개,,정보통신망법 제28조 제1항,시정명령; 과태료,,"15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-09-062,https://www.kmcc.go.kr/download.do?fileSeq=47880
2018-02-21,제2018-09-061호,비공개,전기통신사업자의 전기통신역무를 이용하여 교육정보 온라인서비스 등,정보통신망법 제28조 제1항,시정명령; 과태료,,"15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-09-061,https://www.kmcc.go.kr/download.do?fileSeq=47879
2018-02-21,제2018-09-060호,비공개,전기통신사업자의 전기통신역무를 이용하여 증권 강좌 웹사이트!,정보통신망법 제28조 제1항,시정명령; 과태료,,"15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-09-060,https://www.kmcc.go.kr/download.do?fileSeq=47878
2018-02-21,제2018-09-059호,비공개,,정보통신망법 제23조의2 제1항; 정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-09-059,https://www.kmcc.go.kr/download.do?fileSeq=47877
2018-02-21,제2018-09-058호,비공개,,정보통신망법 제23조의2 제1항; 정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-09-058,https://www.kmcc.go.kr/download.do?fileSeq=47876
2018-02-21,제2018-09-057호,비공개,전기통신사업자의 전기통신역무를 이용하여 여행 상품 판매 웹사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-09-057,https://www.kmcc.go.kr/download.do?fileSeq=47875
2018-02-21,제2018-09-056호,비공개,전기통신사업자의 전기통신역무를 이용하여 유학정보 웹사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-09-056,https://www.kmcc.go.kr/download.do?fileSeq=47874
2018-02-21,제2018-09-055호,비공개,전기통신사업자의 전기통신역무를 이용하여 온라인 논문 제공 서비스 웹사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-09-055,https://www.kmcc.go.kr/download.do?fileSeq=47873
2018-02-21,제2018-09-054호,비공개,,정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-09-054,https://www.kmcc.go.kr/download.do?fileSeq=47872
2018-02-21,제2018-09-053호,비공개,전기통신사업자의 전기통신역무를 이용하여 화장품 도•소매 웹사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-09-053,https://www.kmcc.go.kr/download.do?fileSeq=47871
2018-01-24,제2018-05-024호,비공개,전기통신사업자의 전기통신역무를 이용하여 가상통화 거래 사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-05-024,https://www.kmcc.go.kr/download.do?fileSeq=46263
2018-01-24,제2018-05-023호,비공개,전기통신사업자의 전기통신역무를 이용하여 가상통화 거래 사이트,정보통신망법 제28조 제1항; 정보통신망법 제29조 제2항,시정명령; 과태료,,"25,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-05-023,https://www.kmcc.go.kr/download.do?fileSeq=46262
2018-01-24,제2018-05-022호,비공개,전기통신사업자의 전기통신역무를 이용하여 가상통화 거래 사이트,정보통신망법 제28조 제1항; 정보통신망법 제63조 제2항,시정명령; 과태료,,"21,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-05-022,https://www.kmcc.go.kr/download.do?fileSeq=46261
2018-01-24,제2018-05-021호,비공개,전기통신사업자의 전기통신역무를 이용하여 가상통화 거래 사이트,정보통신망법 제28조 제1항; 정보통신망법 제29조 제2항,시정명령; 과태료,,"25,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-05-021,https://www.kmcc.go.kr/download.do?fileSeq=46260
2018-01-24,제2018-05-020호,비공개,전기통신사업자의 전기통신역무를 가상통화 거래 사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-05-020,https://www.kmcc.go.kr/download.do?fileSeq=46259
2018-01-24,제2018-05-019호,비공개,전기통신사업자의 전기통신역무를 이용하여 가상통화 거래 사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-05-019,https://www.kmcc.go.kr/download.do?fileSeq=46258
2018-01-24,제2018-05-018호,비공개,전기통신사업자의 전기통신역무를 이용하여 가상통화 거래 사이트,정보통신망법 제28조 제1항,시정명령; 과태료,,"15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-05-018,https://www.kmcc.go.kr/download.do?fileSeq=46257
2018-01-24,제2018-05-017호,비공개,전기통신사업자의 전기통신역무를 이용하여 가상통화 거래 사이트 및 모바일…,정보통신망법 제30조 제6항,시정명령; 과태료,,"20,000,000",https://datalaw.kr/sanctions/kmcc/#k-2018-05-017,https://www.kmcc.go.kr/download.do?fileSeq=46256
2017-12-21,제2017-48-314호,비공개,이동통신서비스를 판매,정보통신망법 제23조의2 제1항; 정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-48-314,https://www.kmcc.go.kr/download.do?fileSeq=46102
2017-12-21,제2017-48-313호,비공개,이동통신서비스를 판매,정보통신망법 제23조의2 제1항; 정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-48-313,https://www.kmcc.go.kr/download.do?fileSeq=46101
2017-12-21,제2017-48-312호,비공개,이동통신서비스를 판매,정보통신망법 제23조의2 제1항; 정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"20,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-48-312,https://www.kmcc.go.kr/download.do?fileSeq=46100
2017-12-21,제2017-48-311호,비공개,이동통신서비스를 판매,정보통신망법 제23조의2 제1항; 정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"20,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-48-311,https://www.kmcc.go.kr/download.do?fileSeq=46099
2017-12-21,제2017-48-310호,비공개,이동통신서비스를 판매,정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-48-310,https://www.kmcc.go.kr/download.do?fileSeq=46098
2017-12-21,제2017-48-309호,비공개,이동통신서비스를 판매,정보통신망법 제23조의2 제1항; 정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"20,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-48-309,https://www.kmcc.go.kr/download.do?fileSeq=46097
2017-12-21,제2017-48-308호,비공개,이동통신서비스를 판매,정보통신망법 제23조의2 제1항; 정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-48-308,https://www.kmcc.go.kr/download.do?fileSeq=46096
2017-12-21,제2017-48-307호,비공개,이동통신서비스를 판매,정보통신망법 제28조 제1항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-48-307,https://www.kmcc.go.kr/download.do?fileSeq=46095
2017-12-21,제2017-48-306호,비공개,이동통신서비스를 판매,정보통신망법 제23조의2 제1항; 정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-48-306,https://www.kmcc.go.kr/download.do?fileSeq=46094
2017-12-21,제2017-48-305호,비공개,이동통신서비스를 판매,정보통신망법 제23조의2 제1항; 정보통신망법 제28조 제1항; 정보통신망법 제29조,시정명령; 과태료,,"25,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-48-305,https://www.kmcc.go.kr/download.do?fileSeq=46093
2017-12-21,제2017-48-304호,비공개,이동통신서비스를 판매,정보통신망법 제23조의2 제1항; 정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"20,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-48-304,https://www.kmcc.go.kr/download.do?fileSeq=46092
2017-12-21,제2017-48-303호,비공개,이동통신서비스를 판매,정보통신망법 제23조의2 제1항; 정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"25,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-48-303,https://www.kmcc.go.kr/download.do?fileSeq=46091
2017-12-21,제2017-48-302호,비공개,이동통신서비스를 판매,정보통신망법 제23조의2 제1항; 정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"20,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-48-302,https://www.kmcc.go.kr/download.do?fileSeq=46090
2017-12-21,제2017-48-301호,비공개,이동통신서비스를 판매,정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-48-301,https://www.kmcc.go.kr/download.do?fileSeq=46089
2017-12-21,제2017-48-300호,비공개,이동통신서비스를 판매,정보통신망법 제23조의2 제1항; 정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"20,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-48-300,https://www.kmcc.go.kr/download.do?fileSeq=46088
2017-12-21,제2017-48-299호,비공개,이동통신서비스를 판매,정보통신망법 제23조의2 제1항; 정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"20,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-48-299,https://www.kmcc.go.kr/download.do?fileSeq=46087
2017-12-21,제2017-48-298호,비공개,이동통신서비스를 판매,정보통신망법 제23조의2 제1항; 정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"20,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-48-298,https://www.kmcc.go.kr/download.do?fileSeq=46086
2017-12-21,제2017-48-297호,비공개,이동통신서비스를 판매,정보통신망법 제23조의2 제1항; 정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-48-297,https://www.kmcc.go.kr/download.do?fileSeq=46085
2017-12-21,제2017-48-296호,비공개,이동통신서비스를 판매,정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-48-296,https://www.kmcc.go.kr/download.do?fileSeq=46084
2017-12-21,제2017-48-295호,비공개,이동통신서비스를 판매,정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-48-295,https://www.kmcc.go.kr/download.do?fileSeq=46083
2017-12-21,제2017-48-294호,비공개,이동통신서비스를 판매,정보통신망법 제29조 제1항,시정명령,,,https://datalaw.kr/sanctions/kmcc/#k-2017-48-294,https://www.kmcc.go.kr/download.do?fileSeq=46082
2017-12-21,제2017-48-293호,비공개,이동통신서비스를 판매,정보통신망법 제23조의2 제1항; 정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"25,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-48-293,https://www.kmcc.go.kr/download.do?fileSeq=46081
2017-12-21,제2017-48-292호,비공개,이동통신서비스를 판매,정보통신망법 제23조의2 제1항; 정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-48-292,https://www.kmcc.go.kr/download.do?fileSeq=46080
2017-12-21,제2017-48-291호,비공개,통신서비스 등,정보통신망법 제28조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-48-291,https://www.kmcc.go.kr/download.do?fileSeq=46079
2017-12-12,제2017-45-276호,비공개,가상통화 취급관련 웹사이트,정보통신망법 제28조 제1항,시정명령; 과태료; 공표,,"15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-45-276,https://www.kmcc.go.kr/download.do?fileSeq=46028
2017-12-12,제2017-45-275호,비공개,온라인 등으로 가사,정보통신망법 제28조 제1항,시정명령; 과태료,,"20,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-45-275,https://www.kmcc.go.kr/download.do?fileSeq=46027
2017-12-12,제2017-45-274호,비공개,온라인 등으로 중고차를 경매하기 위해 웹사이트 및 모바일 앱,정보통신망법 제28조 제1항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-45-274,https://www.kmcc.go.kr/download.do?fileSeq=46026
2017-12-12,제2017-45-273호,비공개,,정보통신망법 제28조 제1항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-45-273,https://www.kmcc.go.kr/download.do?fileSeq=46025
2017-12-12,제2017-45-272호,비공개,숙박 온라인 예약대행,정보통신망법 제28조 제1항; 정보통신망법 제29조 제2항,시정명령; 과태료,,"25,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-45-272,https://www.kmcc.go.kr/download.do?fileSeq=46024
2017-12-12,제2017-45-271호,비공개,온라인 등으로 카셰어렁,정보통신망법 제28조 제1항,시정명령; 과태료,,"15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-45-271,https://www.kmcc.go.kr/download.do?fileSeq=46023
2017-12-12,제2017-45-270호,비공개,,정보통신망법 제28조 제1항,시정명령; 과태료,,"15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-45-270,https://www.kmcc.go.kr/download.do?fileSeq=46022
2017-12-12,제2017-45-269호,비공개,온라인 등으로 빅데이터 기반 맛집 서비스,정보통신망법 제29조 제2항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-45-269,https://www.kmcc.go.kr/download.do?fileSeq=46021
2017-10-12,제2017-36-224호,비공개,온라인 등으로 방송프로그램에 대한 디지털 콘텐츠를 이용자들에게,정보통신망법 제29조,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-36-224,https://www.kmcc.go.kr/download.do?fileSeq=46020
2017-10-12,제2017-36-223호,비공개,온라인 등으로 광고 마케팅,정보통신망법 제26조 제1항,시정명령; 과태료,,"3,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-36-223,https://www.kmcc.go.kr/download.do?fileSeq=46019
2017-10-12,제2017-36-222호,비공개,웹사이트(:) 등을 통해 미술품을 판매,정보통신망법 제28조 제1항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-36-222,https://www.kmcc.go.kr/download.do?fileSeq=46018
2017-10-12,제2017-36-221호,비공개,웹사이트(등을 통해 미술품을 판매,정보통신망법 제28조 제1항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-36-221,https://www.kmcc.go.kr/download.do?fileSeq=46017
2017-10-12,제2017-36-220호,비공개,웹사이트(. 등을 통해 미술품을 판매,정보통신망법 제28조 제1항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-36-220,https://www.kmcc.go.kr/download.do?fileSeq=46016
2017-10-12,제2017-36-219호,비공개,온라인 등으로 교육,정보통신망법 제28조 제1항,시정명령; 과태료,,"15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-36-219,https://www.kmcc.go.kr/download.do?fileSeq=46015
2017-10-12,제2017-36-218호,비공개,온라인 쇼핑몰 웹사이트,정보통신망법 제27조의3 제1항; 정보통신망법 제28조 제1항,시정명령; 과태료,,"20,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-36-218,https://www.kmcc.go.kr/download.do?fileSeq=46014
2017-10-12,제2017-36-217호,비공개,온라인 등으로 교육,정보통신망법 제28조 제1항,시정명령; 과태료,,"15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-36-217,https://www.kmcc.go.kr/download.do?fileSeq=46013
2017-10-12,제2017-36-216호,비공개,온라인 등으로 위생도기를 제조 • 판매,정보통신망법 제28조 제1항,시정명령; 과태료,,"15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-36-216,https://www.kmcc.go.kr/download.do?fileSeq=46012
2017-10-12,제2017-36-215호,비공개,온라인 등으로 내비게이션 및 차량용품을 판매,정보통신망법 제28조 제1항,시정명령; 과태료,,"30,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-36-215,https://www.kmcc.go.kr/download.do?fileSeq=46011
2017-09-08,제2017-30-162호,비공개,숙박020L 어플리케이션인 등,정보통신망법 제28조 제1항; 정보통신망법 제29조 제2항,시정명령; 과태료; 공표,,"25,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-30-162,https://www.kmcc.go.kr/download.do?fileSeq=46010
2017-08-08,제2017-22-132호,비공개,,정보통신망법 제28조 제1항; 정보통신망법 제29조 제1항,시정명령; 과태료,,"15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-22-132,https://www.kmcc.go.kr/download.do?fileSeq=46009
2017-08-08,제2017-22-131호,비공개,,위치정보법 제15조 제1항,과태료,,"3,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-22-131,https://www.kmcc.go.kr/download.do?fileSeq=46008
2017-08-08,제2017-22-130호,비공개,인터넷 가입자를 유치하며 웹사이트,정보통신망법 제23조의2 제1항; 정보통신망법 제28조 제1항,시정명령; 과태료,,"15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-22-130,https://www.kmcc.go.kr/download.do?fileSeq=46007
2017-08-08,제2017-22-129호,비공개,게임 정보,정보통신망법 제28조 제1항,시정명령; 과태료,,"5,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-22-129,https://www.kmcc.go.kr/download.do?fileSeq=46006
2017-08-08,제2017-22-128호,비공개,웹사이트 1를 통해 아웃도어 제품 등을 판매,정보통신망법 제28조 제1항,시정명령; 과태료,,"15,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-22-128,https://www.kmcc.go.kr/download.do?fileSeq=46005
2017-08-08,제2017-22-127호,비공개,온라인 등으로 식품을 판매,정보통신망법 제28조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-22-127,https://www.kmcc.go.kr/download.do?fileSeq=46004
2017-08-08,제2017-22-126호,비공개,웹사이트 등을 통해 음식을 판매,정보통신망법 제28조 제1항,시정명령; 과태료,,"10,000,000",https://datalaw.kr/sanctions/kmcc/#k-2017-22-126,https://www.kmcc.go.kr/download.do?fileSeq=46003
